demarcation_code,financial_year,opinion_code,opinion_label,report_url
NC451,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC451%20Joe%20Morolong/NC451%20Joe%20Morolong%20Audit%20Report%202011-12.pdf
NC094,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC094%20Phokwane/NC094%20Phokwane%20Audit%20Report%202011-12.pdf
NC093,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC093%20Magareng/NC093%20Magareng%20Audit%20report%202011-12.pdf
NC091,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC091%20Sol%20Plaatje/NC091%20Sol%20Plaatje%20Audit%20Report%202011-12.pdf
NC086,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC086%20Kgatelopele/NC086%20Kgatelopele%20Audit%20Report%202011-12.pdf
NC085,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC085%20Tsantsabane/NC085%20Tsantsabane%20Audit%20Report%202011-12.pdf
NC084,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC084%20Kheis/NC084%20Kheis%20Audit%20report%202011-12.pdf
NC083,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC083%20Khara%20Hais/NC083%20Khara%20Hais%20Audit%20report%202011-12.pdf
NC082,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC082%20Kai%20Garib/NC082%20Kai%20Garib%20Audit%20report%202011-12.pdf
NC081,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC081%20Mier/NC081%20Mier%20Audit%20Report%202011-12.pdf
NC078,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC078%20Siyancuma/NC078%20Siyancuma%20Audit%20report%202011-12.pdf
NC077,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC077%20Siyathemba/NC077%20Siyathemba%20Audit%20report%202011-12.pdf
NC076,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC076%20Thembelihle/NC076%20Thembelihle%20Audit%20Report%202011-12.pdf
NC074,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC074%20Kareeberg/NC074%20Kareeberg%20Audit%20report%202011-12.pdf
NC073,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC073%20Emthanjeni/NC073%20Emthanjeni%20Audit%20report%202011-12.pdf
NC072,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC072%20Umsobomvu/NC072%20Umsobomvu%20Audit%20Report%202011-12.pdf
NC071,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC071%20Ubuntu/NC071%20Ubuntu%20Audit%20report%202011-12.pdf
NC065,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC065%20Hantam/NC065%20Hantam%20Audit%20report%202011-12.pdf
NC067,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC067%20Khai-Ma/NC067%20Khai-Ma%20Audit%20report%202011-12.pdf
NC064,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC064%20Kamiesberg/NC064%20Kamiesberg%20Audit%20report%202011-12.pdf
DC48,2019,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
NC061,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/NC061%20Richtersveld/NC061%20Richtersveld%20Audit%20Report%202011-12.pdf
MP325,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP325%20Bushbuckridge/MP325%20Bushbuckridge%20Audit%20report%202011-12.pdf
MP324,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP324%20Nkomazi/MP324%20Nkomazi%20Audit%20report%202011-12.pdf
MP322,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP322%20Mbombela/MP322%20Mbombela%20Audit%20Report%202011-12.pdf
MP321,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP321%20Thaba%20Chweu/MP321%20Thaba%20Chweu%20Audit%20report%202011-12.pdf
MP316,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP316%20Dr%20J%20S%20Moroka/MP316%20Dr%20J.S.%20Moroka%20Audit%20Report%202011-12.pdf
MP315,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP315%20Thembisile%20Hani/MP315%20Thembisile%20Hani%20Audit%20report%202011-12.pdf
MP314,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP314%20eMakhazeni/MP314%20Emakhazeni%20Audit%20Report%202011-12.pdf
MP312,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP312%20Emalahleni/MP312%20Emalahleni%20Audit%20report%202011-12.pdf
MP311,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP311%20Victor%20Khanye/MP311%20Victor%20Khanye%20Audit%20report%202011-12.pdf
MP306,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP306%20Dipaleseng/MP306%20Dipaleseng%20Audit%20report%202011-12.pdf
MP305,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP305%20Lekwa/MP305%20Lekwa%20Audit%20report%202011-12.pdf
MP304,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP304%20Pixley%20Ka%20Seme/MP304%20Pixley%20Ka%20Seme%20Audit%20report%202011-12.pdf
MP301,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/MP301%20Albert%20Luthuli/MP301%20Albert%20Luthuli%20Audit%20report%202011-12.pdf
LIM475,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM475%20Greater%20Tubatse/LIM475%20Greater%20Tubatse%20Audit%20Report%202011-12.pdf
LIM473,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM473%20Makhuduthamaga/LIM473%20Makhuduthamaga%20Audit%20Report%202011-12.pdf
LIM367,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM367%20Mogalakwena/LIM367%20Mogalakwena%20Audit%20Report%202011-12.pdf
LIM366,2012,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM366%20Bela%20Bela/LIM366%20Bela%20Bela%20Audit%20report%202011-12.pdf
LIM365,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM365%20Modimolle/LIM365%20Modimolle%20Audit%20report%202011-12.pdf
LIM364,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM364%20Mookgopong/LIM364%20Mookgophong%20Audit%20report%202011-12.pdf
LIM362,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM362%20Lephalale/LIM362%20Lephalale%20Audit%20report%202011-12.pdf
LIM361,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM361%20Thabazimbi/LIM361%20Thabazimbi%20Audit%20report%202011-12.pdf
LIM355,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM355%20Lepelle-Nkumpi/LIM355%20Lepelle-Nkumpi%20Audit%20Report%202011-12.pdf
LIM353,2012,outstanding,Outstanding,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM353%20Molemole/LIM353%20Molemole%20Audit%20report%202011-12.pdf
LIM354,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM354%20Polokwane/LIM354%20Polokwane%20Audit%20report%202011-12.pdf
LIM352,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM352%20Aganang/LIM352%20Aganang%20Audit%20Report%202011-12.pdf
LIM351,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM351%20Blouberg/LIM351%20Blouberg%20Audit%20Report%202011-12.pdf
LIM343,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM343%20Thulamela/LIM343%20Thulamela%20Audit%20Report%202011-12.pdf
LIM342,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM342%20Mutale/LIM342%20Mutale%20Audit%20Report%202011-12.pdf
LIM341,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM341%20Musina/LIM341%20Musina%20Audit%20report%202011-12.pdf
LIM335,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM335%20Maruleng/LIM335%20Maruleng%20Audit%20Report%202011-12.pdf
LIM334,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM334%20Ba%20Phalaborwa/LIM334%20Ba-Phalaborwa%20Audit%20report%202011-12.pdf
LIM333,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM333%20Greater%20Tzaneen/LIM333%20Greater%20Tzaneen%20Audit%20report%202011-12.pdf
LIM332,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM332%20Greater%20Letaba/LIM332%20Greater%20Letaba%20Audit%20report%202011-12.pdf
LIM331,2012,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/LIM331%20Greater%20Giyani/LIM331%20Greater%20Giyani%20Audit%20Report%202011-12.pdf
KZN435,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN435%20Umzimkhulu/KZN435%20Umzimkhulu%20Audit%20Report%202011-12.pdf
KZN434,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN434%20Ubuhlebezwe/KZN434%20Ubuhlebezwe%20Audit%20Report%202011-12.pdf
KZN433,2012,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN433%20Greater%20Kokstad/KZN433%20Greater%20Kokstad%20Audit%20Report%202011-12.pdf
KZN432,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN432%20Kwa-Sani/KZN432%20Kwa%20Sani%20Audit%20Report%202011-12.pdf
KZN431,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN431%20Ingwe/KZN431%20Ingwe%20Audit%20Report%202011-12.pdf
KZN292,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN292%20KwaDukuza/KZN292%20KwaDukuza%20Audit%20Report%202011-12.pdf
KZN291,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN291%20Mandeni/KZN291%20Mandeni%20Audit%20Report%202011-12.pdf
KZN286,2012,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2011-12/02.%20Local%20municipalities/KZN286%20Nkandla/KZN286%20Nkandla%20Audit%20report%202011-12.pdf
DC4,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC4%20Eden/DC4%20Eden%20Audit%20report%202010-11.pdf
DC39,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC39%20Dr%20Ruth%20Segomotsi%20Mompati/DC39%20Dr%20Ruth%20Segomotsi%20Mompati%20Audit%20report%202010-11.pdf
DC38,2011,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC38%20Ngaka%20Modiri%20Molema/DC38%20Ngaka%20Modiri%20Molema%20Audit%20report%202010-11.pdf
DC36,2011,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC36%20Waterberg/DC36%20Waterberg%20Audit%20Report%202010-11.pdf
DC35,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC35%20Capricorn/DC35%20Capricorn%20Audit%20report%202010-11.pdf
DC34,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC34%20Vhembe/DC34%20Vhembe%20Audit%20Report%202010-11.pdf
DC33,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC33%20Mopani/DC33%20Mopani%20Audit%20report%202010-11.pdf
DC32,2011,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC32%20Ehlanzeni/DC32%20Ehlanzeni%20Audit%20Report%202010-11.pdf
DC31,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC31%20Nkangala/DC31%20Nkangala%20Audit%20Report%202010-11.pdf
DC30,2011,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC30%20Gert%20Sibande/DC30%20Gert%20Sibande%20Audit%20report%202010-11.pdf
DC3,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC3%20Overberg/DC3%20Overberg%20Audit%20Report%202010-11.pdf
DC29,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC29%20iLembe/DC29%20iLembe%20Audit%20Report%202010-11.pdf
DC27,2011,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC27%20Umkhanyakude/DC27%20Umkhanyakude%20Audit%20Report%202010.11.pdf
DC26,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC26%20Zululand/DC26%20Zululand%20Audit%20report%202010-11.pdf
DC25,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC25%20Amajuba/DC25%20Amajuba%20Audit%20report%202010-11.pdf
DC24,2011,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC24%20Umzinyathi/DC24%20Umzinyathi%20Audit%20report%202010-11.pdf
DC23,2011,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC23%20Uthukela/DC23%20Uthukela%20Audit%20report%202010-11.pdf
DC22,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC22%20uMgungundlovu/DC22%20uMgundgundlovu%20Audit%20Report%202010-11.pdf
DC21,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC21%20Ugu/DC21%20Ugu%20Audit%20Report%202010-11.pdf
DC16,2019,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
DC20,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC20%20Fezile%20Dabi/DC20%20Fezile%20Dabi%20Audit%20report%202010-11.pdf
DC2,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC2%20Cape%20Winelands/DC2%20Cape%20Winelands%20Audit%20Report%202010-11.pdf
DC19,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC19%20Thabo%20Mofutsanyana/DC19%20Thabo%20Mofutsanyana%20Audit%20Report%202010-11.pdf
DC18,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC18%20Lejweleputswa/DC18%20Lejweleputswa%20Audit%20Report%202010-11.pdf
DC16,2011,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC16%20Xhariep/DC16%20Xhariep%20Audit%20report%202010-11.pdf
DC15,2011,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2010-11/03.%20District%20Municipalities/DC15%20O%20R%20Tambo/DC15%20O%20R%20Tambo%20Consolidated%20Audit%20Report%202010-11.pdf
